ts,weather_temp,weather_humidity,weather_rain,weather_pressure,weather_wind_speed,weather_radiation,soil_temperature_0-7cm,soil_temperature_7-18cm,ec,ph,soil_moisture,irrigation_duration_minutes,month,day,hour,day_period,quarter,target_point_24h,target_mean_24h,water_vol_to_24h,water_vol_past_4h,real_moisture_delta
2025-02-28 15:00:00,15.77,60.0,0.0,1016.1775,13.617499999999998,265.475,15.885,12.215,361.0,6.2,55.0,0,2,28,15,1,1,42.92307692307692,46.94948048305171,35.2,0.0,-12.07692307692308
2025-02-28 15:10:00,15.703333333333331,60.0,0.0,1016.1275,13.434166666666666,257.64166666666665,15.851666666666668,12.248333333333331,362.0,6.3,54.75,0,2,28,15,1,1,40.0,46.86561296168419,35.2,0.0,-14.75
2025-02-28 15:20:00,15.636666666666668,60.0,0.0,1016.0775,13.250833333333333,249.80833333333337,15.818333333333332,12.281666666666666,363.0,6.3,54.5,0,2,28,15,1,1,41.416666666666664,46.763182406128635,35.2,0.0,-13.083333333333336
2025-02-28 17:00:00,14.71,64.825,0.0,1015.8075,9.739999999999998,139.55,15.14,12.614999999999998,364.0,6.3,52.0,0,2,28,17,2,1,42.833333333333336,46.67232592464715,35.2,0.0,-9.166666666666664
2025-02-28 17:30:00,14.11,70.325,0.0,1015.8575,7.339999999999999,96.55,14.74,12.715,387.0,6.3,41.0,0,2,28,17,2,1,54.0,46.60866851723975,35.2,0.0,13.0
2025-02-28 21:00:00,9.124999999999998,91.225,0.0,1017.0,2.8200000000000003,0.0,10.94,12.5925,369.0,6.3,56.0,0,2,28,21,3,1,51.0,46.69894629501752,35.2,0.0,-5.0
2025-02-28 21:10:00,8.958333333333332,91.725,0.0,1017.0,3.086666666666667,0.0,10.806666666666668,12.575833333333332,364.6666666666667,6.3,55.88461538461539,0,2,28,21,3,1,50.89655172413793,46.6642240727953,35.2,0.0,-4.988063660477458
2025-02-28 21:20:00,8.791666666666666,92.225,0.0,1017.0,3.353333333333333,0.0,10.673333333333334,12.559166666666666,360.3333333333333,6.4,55.76923076923077,0,2,28,21,3,1,50.793103448275865,46.62958474181976,35.2,0.0,-4.976127320954902
2025-03-01 01:20:00,8.604166666666668,92.81666666666666,0.0,1017.2183333333336,8.981666666666666,0.0,9.1,11.859166666666669,339.0,6.4,53.0,0,3,1,1,3,1,45.0,46.59502830209091,35.2,0.0,-8.0
2025-03-01 01:30:00,8.6875,93.15,0.0,1017.185,9.015,0.0,9.1,11.8425,338.2962962962963,6.4,52.96551724137931,0,3,1,1,3,1,44.666666666666664,46.53947274653535,35.2,0.0,-8.298850574712645
