ts,weather_temp,weather_humidity,weather_rain,weather_pressure,weather_wind_speed,weather_radiation,soil_temperature_0-7cm,soil_temperature_7-18cm,ec,ph,soil_moisture,irrigation_duration_minutes,month,day,hour,day_period,quarter,target_point_24h,target_mean_24h,water_vol_to_24h,water_vol_past_4h,real_moisture_delta
2025-03-01 07:10:00,9.220833333333331,90.0,0.0,1016.7966666666669,9.496666666666666,0.2416666666666666,8.924166666666668,11.1,315.75,4.6,100.0,0,3,1,7,0,1,98.93181818181819,93.06578061583623,83.60000000000001,0.0,-1.068181818181813
2025-03-01 23:40:00,11.796666666666669,87.74166666666666,0.0,1018.4258333333332,9.948333333333334,0.0,11.425833333333332,12.4,345.5,5.0,97.0,0,3,1,23,3,1,98.86363636363636,93.0583626865433,83.60000000000001,0.0,1.8636363636363598
2025-03-01 23:50:00,11.863333333333332,87.90833333333333,0.0,1018.4091666666668,9.981666666666666,0.0,11.409166666666668,12.4,342.0,5.0,86.0,0,3,1,23,3,1,100.0,93.07130460573522,83.60000000000001,0.0,14.0
2025-03-02 00:00:00,11.9075,87.925,0.0075,1018.4,10.0675,0.0,11.4,12.4,353.0,5.0,86.225,0,3,2,0,3,1,100.0,93.16852682795745,83.60000000000001,0.0,13.775000000000006
2025-03-02 00:10:00,11.924166666666668,87.75833333333334,0.0241666666666666,1018.4,10.2175,0.0,11.4,12.4,333.0,5.0,86.45,0,3,2,0,3,1,100.0,93.26418655017966,83.60000000000001,0.0,13.549999999999997
2025-03-02 06:30:00,10.7275,93.0,0.0,1018.015,8.6425,0.0,10.8275,11.985,322.0,4.9,95.0,0,3,2,6,0,1,100.0,93.35828377240189,83.60000000000001,0.0,5.0
2025-03-02 06:40:00,10.677499999999998,93.0,0.0,1018.0483333333334,8.625833333333333,0.0,10.7775,11.951666666666666,336.0,4.8,99.0,8,3,2,6,0,1,100.0,93.39300599462412,83.60000000000001,8.8,1.0
2025-03-02 06:50:00,10.6275,93.0,0.0,1018.0816666666668,8.609166666666667,0.0,10.7275,11.918333333333331,338.25,4.8,99.5,8,3,2,6,0,1,100.0,93.39995043906856,74.80000000000001,17.6,0.5
2025-03-02 07:00:00,10.645,92.925,0.0,1018.1225,8.66,0.0,10.7,11.9,340.5,4.8,100.0,0,3,2,7,0,1,100.0,93.40342266129079,66.0,17.6,0.0
2025-03-02 07:40:00,11.044999999999998,92.25833333333334,0.0,1018.3225,9.193333333333332,0.0,10.7,11.9,362.0,4.9,100.0,0,3,2,7,0,1,99.92105263157895,93.40342266129079,66.0,17.6,-0.07894736842105488
2025-03-02 07:50:00,11.145,92.09166666666668,0.0,1018.3725,9.326666666666666,0.0,10.7,11.9,361.3333333333333,4.7,100.0,0,3,2,7,0,1,99.84210526315789,93.40287441567676,66.0,17.6,-0.15789473684210975
2025-03-02 08:00:00,11.305,91.85,0.0,1018.445,9.3775,1.125,10.7375,11.8925,360.6666666666667,4.9,100.0,0,3,2,8,0,1,94.0,93.40177792444868,66.0,17.6,-6.0
2025-03-03 03:50:00,10.1275,70.09166666666667,0.0,1018.5458333333332,16.164166666666667,0.0,10.236666666666666,11.9,361.0,4.9,100.0,0,3,3,3,3,1,93.72727272727273,93.36011125778201,66.0,17.6,-6.272727272727266
2025-03-03 04:10:00,9.979166666666666,70.48333333333333,0.0,1018.5,15.640833333333331,0.0,10.1275,11.875833333333334,364.0,5.0,100.0,0,3,3,4,3,1,91.0,93.31655065172141,66.0,17.6,-9.0
2025-03-03 19:30:00,9.97,62.725,0.0,1019.115,18.39,2.55,11.0975,11.9,379.0,5.4,99.0,0,3,3,19,2,1,90.57142857142857,93.25405065172141,66.0,17.6,-8.42857142857143
2025-03-03 19:40:00,9.903333333333332,63.225,0.0,1019.1483333333332,17.923333333333332,1.5499999999999996,10.980833333333331,11.9,377.6666666666667,5.4,98.97478991596638,0,3,3,19,2,1,90.14285714285714,93.19551890568965,66.0,17.6,-8.831932773109244
2025-03-03 19:50:00,9.836666666666668,63.725,0.0,1019.1816666666668,17.456666666666667,0.5499999999999997,10.864166666666668,11.9,376.3333333333333,5.3,98.94957983193277,0,3,3,19,2,1,88.0,93.13418603920974,66.0,17.6,-10.949579831932766
2025-03-05 07:20:00,8.445,90.40833333333332,0.0,1021.5633333333332,10.785833333333333,3.675,7.681666666666667,10.159166666666666,320.0,5.1,90.0,6,3,5,7,0,1,87.4,93.05814729037687,66.0,24.200000000000003,-2.5999999999999943
2025-03-05 07:30:00,8.545,90.575,0.0,1021.63,10.9025,5.175,7.714999999999999,10.1425,335.0,5.1,93.0,10,3,5,7,0,1,85.0,93.04009173482132,59.4,35.2,-8.0
2025-03-05 07:40:00,8.645,90.74166666666666,0.0,1021.6966666666664,11.019166666666669,6.675,7.748333333333333,10.125833333333333,350.0,5.1,96.0,0,3,5,7,0,1,84.4,92.98453617926576,48.4,35.2,-11.599999999999994
2025-03-05 07:50:00,8.745000000000001,90.90833333333332,0.0,1021.7633333333332,11.135833333333332,8.175,7.781666666666666,10.109166666666669,354.0,5.1,96.6,0,3,5,7,0,1,82.0,92.9039806237102,48.4,35.2,-14.599999999999994
2025-03-05 08:00:00,8.98,90.775,0.0,1021.845,11.3125,16.2,7.875,10.0925,358.0,5.1,97.2,0,3,5,8,0,1,79.0,92.8025917348213,48.4,35.2,-18.200000000000003
2025-03-05 08:30:00,10.18,89.275,0.0,1022.145,12.0625,64.2,8.375,10.0425,363.0,5.2,99.0,0,3,5,8,0,1,100.0,92.67620284593242,48.4,35.2,1.0
2025-03-05 08:40:00,10.58,88.775,0.0,1022.245,12.3125,80.2,8.541666666666668,10.025833333333331,377.0,5.2,99.06122448979592,0,3,5,8,0,1,100.0,92.68314729037687,55.0,35.2,0.9387755102040813
2025-03-05 08:50:00,10.98,88.275,0.0,1022.345,12.5625,96.2,8.708333333333334,10.009166666666667,367.0,5.4,99.12244897959184,0,3,5,8,0,1,100.0,92.68966656475328,66.0,35.2,0.8775510204081627
